الملف	السطر	المجلد	القاعدة	النص	التصنيف	الإجراء
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	214	3	رمز المثال	[م١-ب٣-ف٦-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	218	3	رمز المثال	[م١-ب٣-ف٦-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	222	3	رمز المثال	[م١-ب٣-ف٦-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	232	3	رمز المثال	[م١-ب٣-ف٦-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	236	3	رمز المثال	[م١-ب٣-ف٦-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	240	3	رمز المثال	[م١-ب٣-ف٦-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	244	3	رمز المثال	[م١-ب٣-ف٦-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	248	3	رمز المثال	[م١-ب٣-ف٦-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	269	3	رمز المثال	[م١-ب٣-ف٦-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	273	3	رمز المثال	[م١-ب٣-ف٦-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	277	3	رمز المثال	[م١-ب٣-ف٦-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	281	3	رمز المثال	[م١-ب٣-ف٦-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	286	3	رمز المثال	[م١-ب٣-ف٦-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	290	3	رمز المثال	[م١-ب٣-ف٦-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	298	3	رمز المثال	[م١-ب٣-ف٦-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	302	3	رمز المثال	[م١-ب٣-ف٦-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	306	3	رمز المثال	[م١-ب٣-ف٦-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	310	3	رمز المثال	[م١-ب٣-ف٦-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	316	3	رمز المثال	[م١-ب٣-ف٦-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	332	3	رمز المثال	[م١-ب٣-ف٦-مث٢٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	342	3	رمز المثال	[م١-ب٣-ف٦-مث٢٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	350	3	رمز المثال	[م١-ب٣-ف٦-مث٢٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	75	3	رمز المثال	[م١-ب٣-ف٦-مث٢٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٢٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	81	3	رمز المثال	[م١-ب٣-ف٦-مث٣٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	86	3	رمز المثال	[م١-ب٣-ف٦-مث٣١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	92	3	رمز المثال	[م١-ب٣-ف٦-مث٣٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	99	3	رمز المثال	[م١-ب٣-ف٦-مث٣٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	103	3	رمز المثال	[م١-ب٣-ف٦-مث٣٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	106	3	رمز المثال	[م١-ب٣-ف٦-مث٣٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	114	3	رمز المثال	[م١-ب٣-ف٦-مث٣٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	118	3	رمز المثال	[م١-ب٣-ف٦-مث٣٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	122	3	رمز المثال	[م١-ب٣-ف٦-مث٣٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	126	3	رمز المثال	[م١-ب٣-ف٦-مث٣٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٣٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	130	3	رمز المثال	[م١-ب٣-ف٦-مث٤٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	136	3	رمز المثال	[م١-ب٣-ف٦-مث٤١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	141	3	رمز المثال	[م١-ب٣-ف٦-مث٤٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	147	3	رمز المثال	[م١-ب٣-ف٦-مث٤٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	151	3	رمز المثال	[م١-ب٣-ف٦-مث٤٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	159	3	رمز المثال	[م١-ب٣-ف٦-مث٤٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف06-ب-المخاطبة-والتحية-والتطبيق.md	167	3	رمز المثال	[م١-ب٣-ف٦-مث٤٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٦-مث٤٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	5	3	المستوى ن	المستوى ٢	يُصحّح	المستوى 3
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	179	3	رمز المثال	[م١-ب٣-ف٧-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	183	3	رمز المثال	[م١-ب٣-ف٧-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	189	3	إحالة	انظر الباب الأول، الفصل الأول	يُصحّح	يُزاد المجلد: «في المجلد 1، …»
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	191	3	رمز المثال	[م١-ب٣-ف٧-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	195	3	رمز المثال	[م١-ب٣-ف٧-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	213	3	رمز المثال	[م١-ب٣-ف٧-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	219	3	إحالة	انظر الباب الثاني	يُصحّح	يُزاد المجلد: «في المجلد 2، …»
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	221	3	رمز المثال	[م١-ب٣-ف٧-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	229	3	رمز المثال	[م١-ب٣-ف٧-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	241	3	رمز المثال	[م١-ب٣-ف٧-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	245	3	رمز المثال	[م١-ب٣-ف٧-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	249	3	رمز المثال	[م١-ب٣-ف٧-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	261	3	رمز المثال	[م١-ب٣-ف٧-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	269	3	رمز المثال	[م١-ب٣-ف٧-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	275	3	رمز المثال	[م١-ب٣-ف٧-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-أ-الحشو-الصوتي.md	279	3	رمز المثال	[م١-ب٣-ف٧-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	24	3	إحالة	انظر الباب الرابع، الفصل السابع	يُصحّح	يُزاد المجلد: «في المجلد 4، …»
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	102	3	رمز المثال	[م١-ب٣-ف٧-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	106	3	رمز المثال	[م١-ب٣-ف٧-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	110	3	رمز المثال	[م١-ب٣-ف٧-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	141	3	رمز المثال	[م١-ب٣-ف٧-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	145	3	رمز المثال	[م١-ب٣-ف٧-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	165	3	رمز المثال	[م١-ب٣-ف٧-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	169	3	رمز المثال	[م١-ب٣-ف٧-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	174	3	رمز المثال	[م١-ب٣-ف٧-مث٢٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	181	3	رمز المثال	[م١-ب٣-ف٧-مث٢٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	198	3	رمز المثال	[م١-ب٣-ف٧-مث٢٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	202	3	رمز المثال	[م١-ب٣-ف٧-مث٢٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	206	3	رمز المثال	[م١-ب٣-ف٧-مث٢٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	210	3	رمز المثال	[م١-ب٣-ف٧-مث٢٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	216	3	رمز المثال	[م١-ب٣-ف٧-مث٢٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	220	3	رمز المثال	[م١-ب٣-ف٧-مث٢٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٢٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	226	3	رمز المثال	[م١-ب٣-ف٧-مث٣٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٧-مث٣٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف07-ب-التكرار-والغموض.md	243	3	إحالة	انظر الباب الرابع، الفصل الثالث	يُصحّح	يُزاد المجلد: «في المجلد 4، …»
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	5	3	المستوى ن	المستوى ٢	يُصحّح	المستوى 3
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	158	3	رمز المثال	[م١-ب٣-ف٨-مث١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	162	3	رمز المثال	[م١-ب٣-ف٨-مث٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	166	3	رمز المثال	[م١-ب٣-ف٨-مث٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	170	3	رمز المثال	[م١-ب٣-ف٨-مث٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	174	3	رمز المثال	[م١-ب٣-ف٨-مث٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	178	3	رمز المثال	[م١-ب٣-ف٨-مث٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	182	3	رمز المثال	[م١-ب٣-ف٨-مث٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	186	3	رمز المثال	[م١-ب٣-ف٨-مث٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	192	3	رمز المثال	[م١-ب٣-ف٨-مث٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	196	3	رمز المثال	[م١-ب٣-ف٨-مث١٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	200	3	رمز المثال	[م١-ب٣-ف٨-مث١١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١١] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	210	3	رمز المثال	[م١-ب٣-ف٨-مث١٢]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٢] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	214	3	رمز المثال	[م١-ب٣-ف٨-مث١٣]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٣] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	218	3	رمز المثال	[م١-ب٣-ف٨-مث١٤]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٤] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	222	3	رمز المثال	[م١-ب٣-ف٨-مث١٥]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٥] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	230	3	رمز المثال	[م١-ب٣-ف٨-مث١٦]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٦] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	234	3	رمز المثال	[م١-ب٣-ف٨-مث١٧]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٧] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	238	3	رمز المثال	[م١-ب٣-ف٨-مث١٨]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٨] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	242	3	رمز المثال	[م١-ب٣-ف٨-مث١٩]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث١٩] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	248	3	رمز المثال	[م١-ب٣-ف٨-مث٢٠]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٢٠] (يُحوَّل عند الإخراج)
book/الجزء-الأول/الباب-الثالث/ف08-أ-الفصيح-المأنوس.md	252	3	رمز المثال	[م١-ب٣-ف٨-مث٢١]	يُحفظ	معرّفٌ إنتاجيٌّ في المصدر؛ ويُطبع [ب٣-ف٨-مث٢١] (يُحوَّل عند الإخراج)
